Date,Region,Baseline Movement Deviation,Proportion of Static Users
2020-05-15,Shaqlawa,-0.02554,0.21483
2020-05-16,Shaqlawa,0.01706,0.2085
2020-05-17,Shaqlawa,0.03153,0.19793
2020-05-18,Shaqlawa,0.05806,0.19717
2020-05-19,Shaqlawa,-0.03614,0.2044
2020-05-20,Shaqlawa,0.01743,0.20964
2020-05-21,Shaqlawa,0.06967,0.19562
2020-05-22,Shaqlawa,0.05404,0.21107
2020-05-23,Shaqlawa,-0.04371,0.22306
2020-05-24,Shaqlawa,-0.22946,0.19964
2020-05-25,Shaqlawa,-0.32422,0.24201
2020-05-26,Shaqlawa,-0.27957,0.22807
2020-05-27,Shaqlawa,0.00949,0.18141
2020-05-28,Shaqlawa,0.07302,0.18471
2020-05-29,Shaqlawa,0.09866,0.19806
2020-05-30,Shaqlawa,0.23965,0.17548
2020-05-31,Shaqlawa,0.08544,0.19925
2020-06-01,Shaqlawa,0.15011,0.19029
2020-06-02,Shaqlawa,-0.49967,0.34719
2020-06-03,Shaqlawa,-0.37273,0.28091
2020-06-04,Shaqlawa,-0.0038,0.21959
2020-06-05,Shaqlawa,0.01198,0.2102
2020-06-06,Shaqlawa,0.11166,0.19285
2020-06-07,Shaqlawa,0.08501,0.19459
2020-06-08,Shaqlawa,0.02417,0.20798
2020-06-09,Shaqlawa,-0.03194,0.21231
2020-06-10,Shaqlawa,-0.00136,0.215
2020-06-11,Shaqlawa,0.04308,0.20245
2020-06-12,Shaqlawa,0.03589,0.20794
2020-06-13,Shaqlawa,0.10058,0.18893
2020-06-14,Shaqlawa,0.06564,0.19291
2020-06-15,Shaqlawa,0.05198,0.19563
2020-06-16,Shaqlawa,0.00241,0.19857
2020-06-17,Shaqlawa,0.021,0.20278
2020-06-18,Shaqlawa,0.0093,0.2045
2020-06-19,Shaqlawa,-0.01268,0.20076
2020-06-20,Shaqlawa,0.0793,0.17861
2020-06-21,Shaqlawa,0.02641,0.2107
2020-06-22,Shaqlawa,0.02569,0.2176
2020-06-23,Shaqlawa,-0.03349,0.20202
2020-06-24,Shaqlawa,0.0122,0.21388
2020-06-25,Shaqlawa,-0.00324,0.20767
2020-06-26,Shaqlawa,-0.07324,0.21302
2020-06-27,Shaqlawa,0.0342,0.19059
2020-06-28,Shaqlawa,-0.0556,0.21468
2020-06-29,Shaqlawa,0.0457,0.20787
2020-06-30,Shaqlawa,-0.3128,0.25403
2020-07-01,Shaqlawa,-0.30013,0.26399
2020-07-02,Shaqlawa,-0.27559,0.25689
2020-07-03,Shaqlawa,-0.23355,0.26215
2020-07-04,Shaqlawa,-0.20518,0.24668
2020-07-05,Shaqlawa,0.04704,0.20637
2020-07-06,Shaqlawa,0.00088,0.20856
2020-07-07,Shaqlawa,-0.0253,0.20868
2020-07-08,Shaqlawa,0.01497,0.19216
2020-07-09,Shaqlawa,0.03962,0.21113
2020-07-10,Shaqlawa,-0.12461,0.24286
2020-07-11,Shaqlawa,0.04941,0.20349
2020-07-12,Shaqlawa,0.034,0.21681
2020-07-13,Shaqlawa,0.06691,0.21189
2020-07-14,Shaqlawa,-0.05214,0.20982
2020-07-15,Shaqlawa,0.06632,0.20099
2020-07-16,Shaqlawa,0.0474,0.21801
2020-07-17,Shaqlawa,-0.02829,0.23274
2020-07-18,Shaqlawa,0.11168,0.19364
2020-07-19,Shaqlawa,0.08098,0.21119
2020-07-20,Shaqlawa,0.05733,0.20555
2020-07-21,Shaqlawa,-0.01934,0.2079
2020-07-22,Shaqlawa,0.0133,0.22288
2020-07-23,Shaqlawa,0.05451,0.23055
2020-07-24,Shaqlawa,-0.00087,0.22677
2020-07-25,Shaqlawa,0.10689,0.20674
2020-07-26,Shaqlawa,0.06587,0.22169
2020-07-27,Shaqlawa,0.09595,0.20998
2020-07-28,Shaqlawa,0.02148,0.22568
2020-07-29,Shaqlawa,0.12969,0.19552
2020-07-30,Shaqlawa,0.06452,0.22992
2020-07-31,Shaqlawa,-0.04845,0.20702
2020-08-01,Shaqlawa,-0.10789,0.2165
2020-08-02,Shaqlawa,0.02098,0.19658
2020-08-03,Shaqlawa,0.02045,0.20633
2020-08-04,Shaqlawa,-0.00082,0.20355
2020-08-05,Shaqlawa,-0.04121,0.2216
2020-08-06,Shaqlawa,-0.01884,0.22697
2020-08-07,Shaqlawa,-0.11116,0.24021
2020-08-08,Shaqlawa,-0.05787,0.22356
2020-08-09,Shaqlawa,0.00289,0.22374
2020-08-10,Shaqlawa,0.02127,0.22716
2020-08-11,Shaqlawa,-0.08492,0.24396
2020-08-12,Shaqlawa,-0.05563,0.25359
2020-08-13,Shaqlawa,-0.03113,0.24485
2020-08-14,Shaqlawa,-0.10042,0.2386
2020-08-15,Shaqlawa,0.0029,0.22443
2020-08-16,Shaqlawa,0.0131,0.22319
2020-08-17,Shaqlawa,0.00922,0.22854
2020-08-18,Shaqlawa,-0.06431,0.21837
2020-08-19,Shaqlawa,-0.00092,0.22682
2020-08-20,Shaqlawa,0.04756,0.21947
2020-08-21,Shaqlawa,0.02118,0.22072
2020-08-22,Shaqlawa,0.10424,0.18754
2020-08-23,Shaqlawa,0.15293,0.20058
2020-08-24,Shaqlawa,0.14414,0.21765
2020-08-25,Shaqlawa,0.10375,0.18829
2020-08-26,Shaqlawa,0.11472,0.19484
2020-08-27,Shaqlawa,0.15299,0.21259
2020-08-28,Shaqlawa,0.18371,0.1991
2020-08-29,Shaqlawa,0.26481,0.17777
2020-08-30,Shaqlawa,0.22324,0.19123
2020-08-31,Shaqlawa,0.21961,0.20032
2020-09-01,Shaqlawa,0.12812,0.20437
2020-09-02,Shaqlawa,0.14397,0.19825
2020-09-03,Shaqlawa,0.12493,0.21539
2020-09-04,Shaqlawa,0.12021,0.22072
2020-09-05,Shaqlawa,0.25276,0.18872
2020-09-06,Shaqlawa,0.14353,0.21242
2020-09-07,Shaqlawa,0.17272,0.21207
2020-09-08,Shaqlawa,0.14141,0.19936
2020-09-09,Shaqlawa,0.14691,0.21844
2020-09-10,Shaqlawa,0.19108,0.1998
2020-09-11,Shaqlawa,0.13703,0.21179
2020-09-12,Shaqlawa,0.21208,0.18717
2020-09-13,Shaqlawa,0.1862,0.19429
2020-09-14,Shaqlawa,0.21012,0.21193
2020-09-15,Shaqlawa,0.12118,0.20251
2020-09-16,Shaqlawa,0.21113,0.19132
2020-09-17,Shaqlawa,0.19158,0.20407
2020-09-18,Shaqlawa,0.16027,0.21341
2020-09-19,Shaqlawa,0.24835,0.17935
2020-09-20,Shaqlawa,0.20507,0.19695
2020-09-21,Shaqlawa,0.18117,0.20634
2020-09-22,Shaqlawa,0.12623,0.18603
2020-09-23,Shaqlawa,0.14295,0.18721
2020-09-24,Shaqlawa,0.16364,0.20336
2020-09-25,Shaqlawa,0.1337,0.20449
2020-09-26,Shaqlawa,0.23967,0.18015
2020-09-27,Shaqlawa,0.18354,0.20037
2020-09-28,Shaqlawa,0.20721,0.20932
2020-09-29,Shaqlawa,0.11197,0.21492
2020-09-30,Shaqlawa,0.15727,0.21033
2020-10-01,Shaqlawa,0.1855,0.20389
2020-10-02,Shaqlawa,0.22932,0.20609
2020-10-03,Shaqlawa,0.26524,0.19526
2020-10-04,Shaqlawa,0.22917,0.22467
2020-10-05,Shaqlawa,0.20117,0.20978
2020-10-06,Shaqlawa,0.25072,0.2065
2020-10-07,Shaqlawa,0.23365,0.20901
2020-10-08,Shaqlawa,0.3709,0.20422
2020-10-09,Shaqlawa,0.25864,0.19912
2020-10-10,Shaqlawa,0.26791,0.1843
2020-10-11,Shaqlawa,0.17407,0.20625
2020-10-12,Shaqlawa,0.13544,0.20875
2020-10-13,Shaqlawa,0.0995,0.20758
2020-10-14,Shaqlawa,0.18505,0.21411
2020-10-15,Shaqlawa,0.1926,0.21382
2020-10-16,Shaqlawa,0.1688,0.20846
2020-10-17,Shaqlawa,0.30846,0.18072
2020-10-18,Shaqlawa,0.22453,0.20672
2020-10-19,Shaqlawa,0.22627,0.2108
2020-10-20,Shaqlawa,0.12875,0.20418
2020-10-21,Shaqlawa,0.17341,0.20826
2020-10-22,Shaqlawa,0.26974,0.21223
2020-10-23,Shaqlawa,0.20222,0.22027
2020-10-24,Shaqlawa,0.27591,0.19986
2020-10-25,Shaqlawa,0.15649,0.20642
2020-10-26,Shaqlawa,0.17604,0.21164
2020-10-27,Shaqlawa,0.15732,0.21205
2020-10-28,Shaqlawa,0.17298,0.2105
2020-10-29,Shaqlawa,0.15266,0.21046
2020-10-30,Shaqlawa,0.15047,0.20883
2020-10-31,Shaqlawa,0.12939,0.20144
2020-11-01,Shaqlawa,0.16959,0.20316
2020-11-02,Shaqlawa,0.16094,0.22105
2020-11-03,Shaqlawa,0.04045,0.21168
2020-11-04,Shaqlawa,0.08613,0.21759
2020-11-05,Shaqlawa,0.16399,0.211
2020-11-06,Shaqlawa,0.06527,0.2483
2020-11-07,Shaqlawa,0.11728,0.21891
2020-11-08,Shaqlawa,0.15069,0.22008
2020-11-09,Shaqlawa,0.17196,0.21588
2020-11-10,Shaqlawa,0.04256,0.24185
2020-11-11,Shaqlawa,0.08693,0.22868
2020-11-12,Shaqlawa,0.12481,0.22434
2020-11-13,Shaqlawa,0.12731,0.21571
2020-11-14,Shaqlawa,0.12612,0.21878
2020-11-15,Shaqlawa,0.17473,0.20878
2020-11-16,Shaqlawa,0.10214,0.22507
2020-11-17,Shaqlawa,-0.0065,0.2387
2020-11-18,Shaqlawa,0.0993,0.20553
2020-11-19,Shaqlawa,0.15306,0.21519
2020-11-20,Shaqlawa,0.06587,0.25074
2020-11-21,Shaqlawa,0.03672,0.23524
2020-11-22,Shaqlawa,0.13543,0.21079
2020-11-23,Shaqlawa,0.12895,0.20908
2020-11-24,Shaqlawa,0.12847,0.212
2020-11-25,Shaqlawa,0.12065,0.20892
2020-11-26,Shaqlawa,0.02437,0.24163
2020-11-27,Shaqlawa,-0.01166,0.25759
2020-11-28,Shaqlawa,0.05887,0.21924
2020-11-29,Shaqlawa,0.05282,0.22123
2020-11-30,Shaqlawa,0.11413,0.21438
2020-12-01,Shaqlawa,0.05007,0.20867
2020-12-02,Shaqlawa,0.10677,0.1948
2020-12-03,Shaqlawa,0.15154,0.19939
2020-12-04,Shaqlawa,0.08673,0.21755
2020-12-05,Shaqlawa,0.07031,0.2131
2020-12-06,Shaqlawa,0.16485,0.20167
2020-12-07,Shaqlawa,0.12634,0.20985
2020-12-08,Shaqlawa,0.07411,0.21292
2020-12-09,Shaqlawa,0.12145,0.20764
2020-12-10,Shaqlawa,0.17962,0.19025
2020-12-11,Shaqlawa,0.12271,0.19867
2020-12-12,Shaqlawa,0.13238,0.20266
2020-12-13,Shaqlawa,0.17485,0.18503
2020-03-01,Soran,-0.13209,0.20729
2020-03-02,Soran,-0.0342,0.18051
2020-03-03,Soran,-0.01127,0.17221
2020-03-04,Soran,0.02454,0.16373
2020-03-05,Soran,0.01385,0.16103
2020-03-06,Soran,0.06403,0.16563
2020-03-07,Soran,0.06685,0.19113
2020-03-08,Soran,0.00697,0.17395
2020-03-09,Soran,0.03243,0.16863
2020-03-10,Soran,-0.01887,0.17462
2020-03-11,Soran,0.00097,0.17231
2020-03-12,Soran,-0.03718,0.17741
2020-03-13,Soran,-0.02501,0.19694
2020-03-14,Soran,-0.19654,0.24484
2020-03-15,Soran,-0.2226,0.23445
2020-03-16,Soran,-0.29878,0.26846
2020-03-17,Soran,-0.31002,0.24332
2020-03-18,Soran,-0.39728,0.29376
2020-03-19,Soran,-0.34853,0.27218
2020-03-20,Soran,-0.28316,0.25882
2020-03-21,Soran,-0.18347,0.22517
2020-03-22,Soran,-0.29647,0.24276
2020-03-23,Soran,-0.2842,0.25518
2020-03-24,Soran,-0.39474,0.28179
2020-03-25,Soran,-0.41508,0.30736
2020-03-26,Soran,-0.40618,0.30649
2020-03-27,Soran,-0.35108,0.29384
2020-03-28,Soran,-0.36482,0.30953
2020-03-29,Soran,-0.37459,0.2749
2020-03-30,Soran,-0.42989,0.3189
2020-03-31,Soran,-0.37115,0.28282
2020-04-01,Soran,-0.4103,0.29651
2020-04-02,Soran,-0.4197,0.31481
2020-04-03,Soran,-0.30605,0.27352
2020-04-04,Soran,-0.39267,0.3141
2020-04-05,Soran,-0.49953,0.35912
2020-04-06,Soran,-0.50435,0.37521
2020-04-07,Soran,-0.37278,0.27817
2020-04-08,Soran,-0.37588,0.27979
2020-04-09,Soran,-0.38035,0.29141
2020-04-10,Soran,-0.35601,0.29815
2020-04-11,Soran,-0.35283,0.30271
2020-04-12,Soran,-0.40852,0.31247
2020-04-13,Soran,-0.33872,0.27698
2020-04-14,Soran,-0.28313,0.23742
2020-04-15,Soran,-0.27296,0.23773
2020-04-16,Soran,-0.27301,0.23788
2020-04-17,Soran,-0.15608,0.22506
2020-04-18,Soran,-0.11601,0.21103
2020-04-19,Soran,-0.15994,0.19625
2020-04-20,Soran,-0.1195,0.18906
2020-04-21,Soran,-0.11778,0.19035
2020-04-22,Soran,-0.12677,0.20542
2020-04-23,Soran,-0.13554,0.21592
2020-04-24,Soran,-0.2778,0.29229
2020-04-25,Soran,-0.1679,0.24226
2020-04-26,Soran,-0.24321,0.2466
2020-04-27,Soran,-0.22021,0.23498
2020-04-28,Soran,-0.21236,0.2315
2020-04-29,Soran,-0.22174,0.23314
2020-04-30,Soran,-0.22197,0.22519
2020-05-01,Soran,-0.17967,0.23615
2020-05-02,Soran,-0.13812,0.23682
2020-05-03,Soran,-0.16074,0.22186
2020-05-04,Soran,-0.20091,0.23415
2020-05-05,Soran,-0.22444,0.22931
2020-05-06,Soran,-0.15315,0.24098
2020-05-07,Soran,-0.13761,0.22379
2020-05-08,Soran,-0.00836,0.196
2020-05-09,Soran,0.07327,0.19052
2020-05-10,Soran,-0.03823,0.19165
2020-05-11,Soran,0.05985,0.18926
2020-05-12,Soran,0.02007,0.18171
2020-05-13,Soran,0.04807,0.16865
2020-05-14,Soran,-0.00495,0.17563
2020-05-15,Soran,0.07005,0.18009
2020-05-16,Soran,0.19408,0.16606
2020-05-17,Soran,0.1197,0.16582
2020-05-18,Soran,0.13091,0.15584
2020-05-19,Soran,0.07431,0.15817
2020-05-20,Soran,0.0598,0.16199
2020-05-21,Soran,0.09436,0.16621
2020-05-22,Soran,0.19369,0.16455
2020-05-23,Soran,0.1736,0.17125
2020-05-24,Soran,-0.05409,0.16793
2020-05-25,Soran,-0.18529,0.18812
2020-05-26,Soran,-0.16901,0.17823
2020-05-27,Soran,0.0825,0.15827
2020-05-28,Soran,0.08366,0.16634
2020-05-29,Soran,0.21108,0.16123
2020-05-30,Soran,0.2556,0.16608
2020-05-31,Soran,0.14578,0.16356
2020-06-01,Soran,0.20162,0.1608
2020-06-02,Soran,-0.37251,0.26684
2020-06-03,Soran,-0.25518,0.23321
2020-06-04,Soran,-0.00746,0.18386
2020-06-05,Soran,0.07453,0.18248
2020-06-06,Soran,0.18318,0.16544
2020-06-07,Soran,0.12621,0.16001
2020-06-08,Soran,0.0871,0.17611
2020-06-09,Soran,0.02026,0.15882
2020-06-10,Soran,0.03478,0.17342
2020-06-11,Soran,0.01342,0.17452
2020-06-12,Soran,0.10402,0.17853
2020-06-13,Soran,0.16211,0.16417
2020-06-14,Soran,0.09733,0.15881
2020-06-15,Soran,0.04452,0.1623
2020-06-16,Soran,-0.00255,0.17143
2020-06-17,Soran,0.04046,0.16972
2020-06-18,Soran,0.00873,0.15619
2020-06-19,Soran,0.09445,0.16439
2020-06-20,Soran,0.11634,0.17341
2020-06-21,Soran,0.05439,0.17699
2020-06-22,Soran,0.05944,0.1754
2020-06-23,Soran,0.02578,0.17852
2020-06-24,Soran,0.06008,0.16819
2020-06-25,Soran,0.01978,0.18394
2020-06-26,Soran,0.03827,0.18735
2020-06-27,Soran,0.12252,0.17799
2020-06-28,Soran,-0.01269,0.18686
2020-06-29,Soran,0.04142,0.17778
2020-06-30,Soran,-0.18313,0.21714
2020-07-01,Soran,-0.21542,0.23286
2020-07-02,Soran,-0.22576,0.23691
2020-07-03,Soran,-0.10193,0.22006
2020-07-04,Soran,-0.08944,0.21144
2020-07-05,Soran,0.03139,0.17801
2020-07-06,Soran,0.08172,0.16492
2020-07-07,Soran,-0.00108,0.17209
2020-07-08,Soran,0.03754,0.17979
2020-07-09,Soran,0.0129,0.18877
2020-07-10,Soran,-0.00675,0.20666
2020-07-11,Soran,0.15119,0.1789
2020-07-12,Soran,0.0439,0.18078
2020-07-13,Soran,0.06885,0.16987
2020-07-14,Soran,-0.01933,0.18068
2020-07-15,Soran,0.06237,0.16642
2020-07-16,Soran,0.03857,0.17595
2020-07-17,Soran,0.05536,0.20348
2020-07-18,Soran,0.19005,0.18049
2020-07-19,Soran,0.08029,0.16818
2020-07-20,Soran,0.08786,0.18675
2020-07-21,Soran,0.05045,0.17962
2020-07-22,Soran,0.05632,0.18147
2020-07-23,Soran,0.04116,0.19527
2020-07-24,Soran,0.10603,0.19684
2020-07-25,Soran,0.12821,0.18679
2020-07-26,Soran,0.10046,0.17391
2020-07-27,Soran,0.06867,0.17944
2020-07-28,Soran,0.04292,0.18159
2020-07-29,Soran,0.12732,0.17237
2020-07-30,Soran,0.00357,0.18698
2020-07-31,Soran,0.07653,0.16309
2020-08-01,Soran,0.08979,0.17061
2020-08-02,Soran,0.10309,0.16866
2020-08-03,Soran,0.07792,0.16797
2020-08-04,Soran,0.02125,0.18295
2020-08-05,Soran,-0.00557,0.1648
2020-08-06,Soran,-0.075,0.19758
2020-08-07,Soran,-0.03283,0.21433
2020-08-08,Soran,0.03488,0.211
2020-08-09,Soran,-0.04144,0.21283
2020-08-10,Soran,-0.01374,0.20278
2020-08-11,Soran,-0.0387,0.19495
2020-08-12,Soran,-0.01503,0.19631
2020-08-13,Soran,-0.08805,0.20604
2020-08-14,Soran,-0.05147,0.2181
2020-08-15,Soran,0.05844,0.20105
2020-08-16,Soran,0.02372,0.17805
2020-08-17,Soran,0.00713,0.17676
2020-08-18,Soran,-0.05518,0.1821
2020-08-19,Soran,0.03917,0.17766
2020-08-20,Soran,-0.00642,0.18628
2020-08-21,Soran,0.0304,0.20964
2020-08-22,Soran,0.1624,0.18919
2020-08-23,Soran,0.09212,0.1838
2020-08-24,Soran,0.11972,0.1932
2020-08-25,Soran,0.03557,0.1783
2020-08-26,Soran,0.08268,0.19067
2020-08-27,Soran,0.03661,0.17764
2020-08-28,Soran,0.12021,0.18904
2020-08-29,Soran,0.15674,0.1742
2020-08-30,Soran,0.09519,0.18018
2020-08-31,Soran,0.12062,0.17533
2020-09-01,Soran,0.0626,0.16452
2020-09-02,Soran,0.07028,0.17871
2020-09-03,Soran,-0.02579,0.19256
2020-09-04,Soran,0.04252,0.21961
2020-09-05,Soran,0.11579,0.19633
2020-09-06,Soran,0.03304,0.19425
2020-09-07,Soran,0.06121,0.20863
2020-09-08,Soran,0.05848,0.20778
2020-09-09,Soran,0.06815,0.19253
2020-09-10,Soran,0.00786,0.18788
2020-09-11,Soran,0.08562,0.20125
2020-09-12,Soran,0.11639,0.18985
2020-09-13,Soran,0.06444,0.19226
2020-09-14,Soran,0.05301,0.18871
2020-09-15,Soran,-0.0086,0.18428
2020-09-16,Soran,0.04071,0.19229
2020-09-17,Soran,-0.04194,0.19171
2020-09-18,Soran,-0.00299,0.21478
2020-09-19,Soran,0.12592,0.18061
2020-09-20,Soran,0.04923,0.19515
2020-09-21,Soran,0.0735,0.20122
2020-09-22,Soran,0.02531,0.19752
2020-09-23,Soran,0.05667,0.19555
2020-09-24,Soran,0.04267,0.18347
2020-09-25,Soran,0.04087,0.20367
2020-09-26,Soran,0.18591,0.18576
2020-09-27,Soran,0.0606,0.19715
2020-09-28,Soran,0.07109,0.18839
2020-09-29,Soran,0.01988,0.19411
2020-09-30,Soran,0.04057,0.18703
2020-10-01,Soran,0.04424,0.18911
2020-10-02,Soran,0.07837,0.20136
2020-10-03,Soran,0.14642,0.19666
2020-10-04,Soran,0.04536,0.20408
2020-10-05,Soran,0.0395,0.20061
2020-10-06,Soran,0.00324,0.20348
2020-10-07,Soran,0.02228,0.19676
2020-10-08,Soran,0.04768,0.2055
2020-10-09,Soran,0.08512,0.21513
2020-10-10,Soran,0.10091,0.20158
2020-10-11,Soran,0.04243,0.19402
2020-10-12,Soran,0.02066,0.2112
2020-10-13,Soran,-0.01203,0.20378
2020-10-14,Soran,0.02395,0.20001
2020-10-15,Soran,-0.00726,0.20037
2020-10-16,Soran,0.10486,0.20204
2020-10-17,Soran,0.19526,0.19658
2020-10-18,Soran,0.13138,0.18074
2020-10-19,Soran,0.15325,0.18207
2020-10-20,Soran,0.02623,0.18955
2020-10-21,Soran,0.07507,0.19129
2020-10-22,Soran,0.03976,0.18921
2020-10-23,Soran,0.1208,0.21352
2020-10-24,Soran,0.15655,0.18206
2020-10-25,Soran,0.13197,0.18178
2020-10-26,Soran,0.13551,0.189
2020-10-27,Soran,0.07237,0.18519
2020-10-28,Soran,0.04627,0.19745
2020-10-29,Soran,-0.04667,0.21785
2020-10-30,Soran,0.07339,0.19636
2020-10-31,Soran,0.11539,0.18873
2020-11-01,Soran,0.07518,0.18392
2020-11-02,Soran,0.02906,0.20128
2020-11-03,Soran,-0.00709,0.20966
2020-11-04,Soran,0.00658,0.20972
2020-11-05,Soran,-0.02118,0.19934
2020-11-06,Soran,-0.05555,0.22222
2020-11-07,Soran,0.0528,0.21544
2020-11-08,Soran,0.04869,0.20222
2020-11-09,Soran,0.04735,0.20748
2020-11-10,Soran,-0.04263,0.21428
2020-11-11,Soran,-0.00798,0.2078
2020-11-12,Soran,0.02434,0.19947
2020-11-13,Soran,0.07403,0.20295
2020-11-14,Soran,0.11419,0.19917
2020-11-15,Soran,0.02647,0.20017
2020-11-16,Soran,-0.04902,0.22818
2020-11-17,Soran,-0.02892,0.20364
2020-11-18,Soran,0.04706,0.20035
2020-11-19,Soran,-0.03579,0.21025
2020-11-20,Soran,0.01662,0.22338
2020-11-21,Soran,-0.01097,0.22629
2020-11-22,Soran,0.04269,0.20617
2020-11-23,Soran,0.06712,0.20268
2020-11-24,Soran,0.06087,0.19082
2020-11-25,Soran,0.0415,0.19388
2020-11-26,Soran,-0.10367,0.23794
2020-11-27,Soran,-0.07405,0.2241
2020-11-28,Soran,0.01542,0.21207
2020-11-29,Soran,-0.02321,0.21897
2020-11-30,Soran,-0.00125,0.20901
2020-12-01,Soran,-0.01001,0.19272
2020-12-02,Soran,0.00257,0.19796
2020-12-03,Soran,-0.0156,0.20163
2020-12-04,Soran,0.06275,0.21055
2020-12-05,Soran,0.07327,0.21218
2020-12-06,Soran,0.05894,0.20531
2020-12-07,Soran,0.05473,0.20494
2020-12-08,Soran,0.02085,0.20328
2020-12-09,Soran,-0.00536,0.20785
2020-12-10,Soran,0.04183,0.20273
2020-12-11,Soran,0.09085,0.18953
2020-12-12,Soran,0.13275,0.19166
2020-12-13,Soran,0.06832,0.19971
2020-03-01,Sulaymaniya,-0.17798,0.19463
2020-03-02,Sulaymaniya,-0.12128,0.19236
2020-03-03,Sulaymaniya,-0.07009,0.17669
2020-03-04,Sulaymaniya,-0.04923,0.17509
2020-03-05,Sulaymaniya,-0.08345,0.18031
2020-03-06,Sulaymaniya,-0.02442,0.18834
2020-03-07,Sulaymaniya,-0.1011,0.19434
2020-03-08,Sulaymaniya,-0.1113,0.18322
2020-03-09,Sulaymaniya,-0.06894,0.1755
2020-03-10,Sulaymaniya,-0.05686,0.17544
2020-03-11,Sulaymaniya,-0.11038,0.1945
2020-03-12,Sulaymaniya,-0.10702,0.19254
2020-03-13,Sulaymaniya,-0.12235,0.22338
2020-03-14,Sulaymaniya,-0.51871,0.35491
2020-03-15,Sulaymaniya,-0.60165,0.37406
2020-03-16,Sulaymaniya,-0.55888,0.35764
2020-03-17,Sulaymaniya,-0.53711,0.32864
2020-03-18,Sulaymaniya,-0.58571,0.38465
2020-03-19,Sulaymaniya,-0.50553,0.33076
2020-03-20,Sulaymaniya,-0.46582,0.3278
2020-03-21,Sulaymaniya,-0.46785,0.30831
2020-03-22,Sulaymaniya,-0.56824,0.37094
2020-03-23,Sulaymaniya,-0.55545,0.36428
2020-03-24,Sulaymaniya,-0.55037,0.35726
2020-03-25,Sulaymaniya,-0.544,0.36577
2020-03-26,Sulaymaniya,-0.53161,0.36292
2020-03-27,Sulaymaniya,-0.49834,0.36277
2020-03-28,Sulaymaniya,-0.51555,0.36494
2020-03-29,Sulaymaniya,-0.48655,0.32506
2020-03-30,Sulaymaniya,-0.54258,0.37134
2020-03-31,Sulaymaniya,-0.47327,0.31744
2020-04-01,Sulaymaniya,-0.46901,0.32127
2020-04-02,Sulaymaniya,-0.44598,0.31294
2020-04-03,Sulaymaniya,-0.41203,0.31546
2020-04-04,Sulaymaniya,-0.53865,0.35909
2020-04-05,Sulaymaniya,-0.71202,0.50219
2020-04-06,Sulaymaniya,-0.63007,0.42348
2020-04-07,Sulaymaniya,-0.50936,0.34451
2020-04-08,Sulaymaniya,-0.48341,0.33392
2020-04-09,Sulaymaniya,-0.4642,0.33097
2020-04-10,Sulaymaniya,-0.43472,0.33706
2020-04-11,Sulaymaniya,-0.44959,0.33758
2020-04-12,Sulaymaniya,-0.43804,0.31016
2020-04-13,Sulaymaniya,-0.37595,0.28326
2020-04-14,Sulaymaniya,-0.34855,0.25823
2020-04-15,Sulaymaniya,-0.32825,0.25757
2020-04-16,Sulaymaniya,-0.30283,0.26132
2020-04-17,Sulaymaniya,-0.28983,0.26832
2020-04-18,Sulaymaniya,-0.23326,0.24291
2020-04-19,Sulaymaniya,-0.21351,0.21635
2020-04-20,Sulaymaniya,-0.16894,0.21169
2020-04-21,Sulaymaniya,-0.14351,0.19493
2020-04-22,Sulaymaniya,-0.11102,0.19219
2020-04-23,Sulaymaniya,-0.13676,0.21192
2020-04-24,Sulaymaniya,-0.30166,0.29164
2020-04-25,Sulaymaniya,-0.23916,0.25779
2020-04-26,Sulaymaniya,-0.26228,0.25526
2020-04-27,Sulaymaniya,-0.23371,0.23598
2020-04-28,Sulaymaniya,-0.21496,0.23072
2020-04-29,Sulaymaniya,-0.21271,0.23192
2020-04-30,Sulaymaniya,-0.18738,0.22453
2020-05-01,Sulaymaniya,-0.20581,0.25029
2020-05-02,Sulaymaniya,-0.16872,0.22453
2020-05-03,Sulaymaniya,-0.1786,0.21897
2020-05-04,Sulaymaniya,-0.1738,0.21499
2020-05-05,Sulaymaniya,-0.17712,0.21433
2020-05-06,Sulaymaniya,-0.13287,0.22322
2020-05-07,Sulaymaniya,-0.07397,0.20775
2020-05-08,Sulaymaniya,-0.03134,0.21515
2020-05-09,Sulaymaniya,0.0218,0.18983
2020-05-10,Sulaymaniya,-0.01579,0.18439
2020-05-11,Sulaymaniya,0.04288,0.17692
2020-05-12,Sulaymaniya,0.02962,0.17834
2020-05-13,Sulaymaniya,0.05603,0.16715
2020-05-14,Sulaymaniya,0.05281,0.17685
2020-05-15,Sulaymaniya,0.04357,0.20103
2020-05-16,Sulaymaniya,0.08581,0.17596
2020-05-17,Sulaymaniya,0.06643,0.16978
2020-05-18,Sulaymaniya,0.0691,0.16937
2020-05-19,Sulaymaniya,0.05674,0.16493
2020-05-20,Sulaymaniya,0.09505,0.16912
2020-05-21,Sulaymaniya,0.10274,0.17389
2020-05-22,Sulaymaniya,0.13468,0.18422
2020-05-23,Sulaymaniya,0.06185,0.18615
2020-05-24,Sulaymaniya,-0.26108,0.22248
2020-05-25,Sulaymaniya,-0.26275,0.23377
2020-05-26,Sulaymaniya,-0.11116,0.18919
2020-05-27,Sulaymaniya,0.03159,0.16614
2020-05-28,Sulaymaniya,0.04578,0.16957
2020-05-29,Sulaymaniya,0.10847,0.18087
2020-05-30,Sulaymaniya,0.144,0.16356
