Date,Region,Baseline Movement Deviation,Proportion of Static Users
2020-11-03,Al Fallujah,0.44519,0.22507
2020-11-04,Al Fallujah,0.21786,0.22679
2020-11-05,Al Fallujah,0.24079,0.228
2020-11-06,Al Fallujah,0.11416,0.24456
2020-11-07,Al Fallujah,0.18477,0.23029
2020-11-08,Al Fallujah,0.45512,0.23148
2020-11-09,Al Fallujah,0.36249,0.24411
2020-11-10,Al Fallujah,0.45151,0.22823
2020-11-11,Al Fallujah,0.23128,0.22921
2020-11-12,Al Fallujah,0.20972,0.22512
2020-11-13,Al Fallujah,0.14463,0.24479
2020-11-14,Al Fallujah,0.22026,0.22665
2020-11-15,Al Fallujah,0.44951,0.22376
2020-11-16,Al Fallujah,0.41477,0.22586
2020-11-17,Al Fallujah,0.47465,0.22733
2020-11-18,Al Fallujah,0.27612,0.21879
2020-11-19,Al Fallujah,0.31189,0.21667
2020-11-20,Al Fallujah,0.19235,0.23018
2020-11-21,Al Fallujah,0.20992,0.2492
2020-11-22,Al Fallujah,0.42549,0.23208
2020-11-23,Al Fallujah,0.48738,0.21586
2020-11-24,Al Fallujah,0.47512,0.21437
2020-11-25,Al Fallujah,0.25789,0.22389
2020-11-26,Al Fallujah,0.30288,0.21056
2020-11-27,Al Fallujah,0.15903,0.23135
2020-11-28,Al Fallujah,0.21514,0.23427
2020-11-29,Al Fallujah,0.409,0.23216
2020-11-30,Al Fallujah,0.45242,0.22445
2020-12-01,Al Fallujah,0.48388,0.2201
2020-12-02,Al Fallujah,0.30336,0.21625
2020-12-03,Al Fallujah,0.28912,0.19909
2020-12-04,Al Fallujah,0.2169,0.22717
2020-12-05,Al Fallujah,0.30383,0.21002
2020-12-06,Al Fallujah,0.53393,0.20983
2020-12-07,Al Fallujah,0.49099,0.21536
2020-12-08,Al Fallujah,0.48922,0.21303
2020-12-09,Al Fallujah,0.26523,0.20642
2020-12-10,Al Fallujah,0.12154,0.2198
2020-12-11,Al Fallujah,0.16105,0.22776
2020-12-12,Al Fallujah,0.27143,0.20246
2020-12-13,Al Fallujah,0.54266,0.20003
2020-03-01,Al Haditha,0.03457,0.28014
2020-03-02,Al Haditha,0.03252,0.23519
2020-03-03,Al Haditha,-0.05584,0.22616
2020-03-04,Al Haditha,0.12678,0.23362
2020-03-05,Al Haditha,0.02242,0.2371
2020-03-06,Al Haditha,0.03079,0.26033
2020-03-07,Al Haditha,-0.00803,0.24966
2020-03-08,Al Haditha,0.03658,0.23132
2020-03-09,Al Haditha,0.13274,0.22057
2020-03-10,Al Haditha,-0.13825,0.23657
2020-03-11,Al Haditha,0.0641,0.23747
2020-03-12,Al Haditha,-0.01523,0.24475
2020-03-13,Al Haditha,-0.10478,0.29961
2020-03-14,Al Haditha,-0.07012,0.261
2020-03-15,Al Haditha,0.04502,0.24419
2020-03-16,Al Haditha,0.01289,0.24221
2020-03-17,Al Haditha,-0.14405,0.25271
2020-03-18,Al Haditha,-0.26195,0.3391
2020-03-19,Al Haditha,-0.2837,0.33577
2020-03-20,Al Haditha,-0.31786,0.352
2020-03-21,Al Haditha,-0.36712,0.38793
2020-03-22,Al Haditha,-0.33415,0.36189
2020-03-23,Al Haditha,-0.27201,0.35818
2020-03-24,Al Haditha,-0.38772,0.3523
2020-03-25,Al Haditha,-0.30158,0.35323
2020-03-26,Al Haditha,-0.32185,0.34103
2020-03-27,Al Haditha,-0.30752,0.35561
2020-03-28,Al Haditha,-0.32953,0.34964
2020-03-29,Al Haditha,-0.27185,0.33236
2020-03-30,Al Haditha,-0.28399,0.34129
2020-03-31,Al Haditha,-0.33878,0.31099
2020-04-01,Al Haditha,-0.24401,0.33026
2020-04-02,Al Haditha,-0.25223,0.32208
2020-04-03,Al Haditha,-0.21484,0.33945
2020-04-04,Al Haditha,-0.09343,0.30074
2020-04-05,Al Haditha,-0.23985,0.33859
2020-04-06,Al Haditha,-0.46139,0.46703
2020-04-07,Al Haditha,-0.30465,0.3296
2020-04-08,Al Haditha,-0.22731,0.34167
2020-04-09,Al Haditha,-0.2656,0.3286
2020-04-10,Al Haditha,-0.29413,0.34214
2020-04-11,Al Haditha,-0.25589,0.31185
2020-04-12,Al Haditha,-0.19022,0.30997
2020-04-13,Al Haditha,-0.18226,0.31809
2020-04-14,Al Haditha,-0.33087,0.30272
2020-04-15,Al Haditha,-0.2132,0.31515
2020-04-16,Al Haditha,-0.22037,0.31665
2020-04-17,Al Haditha,-0.23547,0.32431
2020-04-18,Al Haditha,-0.14189,0.29753
2020-04-19,Al Haditha,-0.04489,0.25497
2020-04-20,Al Haditha,0.17254,0.24281
2020-04-21,Al Haditha,-0.14509,0.26239
2020-04-22,Al Haditha,-0.02573,0.26729
2020-04-23,Al Haditha,-0.11172,0.2583
2020-04-24,Al Haditha,-0.37994,0.4119
2020-04-25,Al Haditha,-0.40294,0.40456
2020-04-26,Al Haditha,-0.12574,0.30577
2020-04-27,Al Haditha,-0.14323,0.30533
2020-04-28,Al Haditha,-0.20724,0.28648
2020-04-29,Al Haditha,-0.10046,0.29203
2020-04-30,Al Haditha,-0.13586,0.28922
2020-05-01,Al Haditha,-0.33271,0.37019
2020-05-02,Al Haditha,-0.31887,0.36178
2020-05-03,Al Haditha,-0.04425,0.29637
2020-05-04,Al Haditha,-0.12009,0.29822
2020-05-05,Al Haditha,-0.16861,0.26256
2020-05-06,Al Haditha,0.14083,0.28243
2020-05-07,Al Haditha,-0.04183,0.28692
2020-05-08,Al Haditha,-0.28805,0.34838
2020-05-09,Al Haditha,-0.26825,0.36039
2020-05-10,Al Haditha,-0.05421,0.33003
2020-05-11,Al Haditha,-0.01856,0.26727
2020-05-12,Al Haditha,-0.10833,0.29677
2020-05-13,Al Haditha,0.00984,0.2778
2020-05-14,Al Haditha,-0.02153,0.26492
2020-05-15,Al Haditha,-0.12807,0.30929
2020-05-16,Al Haditha,-0.1309,0.27877
2020-05-17,Al Haditha,0.08187,0.24341
2020-05-18,Al Haditha,0.02093,0.24401
2020-05-19,Al Haditha,-0.09827,0.24428
2020-05-20,Al Haditha,0.0341,0.27176
2020-05-21,Al Haditha,0.16819,0.2272
2020-05-22,Al Haditha,-0.01018,0.28151
2020-05-23,Al Haditha,-0.08949,0.28526
2020-05-24,Al Haditha,0.05137,0.2306
2020-05-25,Al Haditha,-0.03,0.25761
2020-05-26,Al Haditha,-0.14414,0.25197
2020-05-27,Al Haditha,-0.01117,0.25319
2020-05-28,Al Haditha,-0.08866,0.27751
2020-05-29,Al Haditha,-0.13095,0.30627
2020-05-30,Al Haditha,-0.03678,0.26278
2020-05-31,Al Haditha,0.05484,0.25598
2020-06-01,Al Haditha,0.01418,0.24914
2020-06-02,Al Haditha,-0.02839,0.23232
2020-06-03,Al Haditha,0.02323,0.2582
2020-06-04,Al Haditha,0.09424,0.26152
2020-06-05,Al Haditha,-0.09312,0.29143
2020-06-06,Al Haditha,-0.21437,0.33648
2020-06-07,Al Haditha,-0.14094,0.31758
2020-06-08,Al Haditha,-0.18007,0.33933
2020-06-09,Al Haditha,-0.25771,0.2994
2020-06-10,Al Haditha,-0.04925,0.28521
2020-06-11,Al Haditha,-0.07291,0.26089
2020-06-12,Al Haditha,-0.15529,0.31774
2020-06-13,Al Haditha,-0.06527,0.27472
2020-06-14,Al Haditha,0.00658,0.2585
2020-06-15,Al Haditha,-0.0224,0.2611
2020-06-16,Al Haditha,-0.14771,0.26169
2020-06-17,Al Haditha,-0.00459,0.28371
2020-06-18,Al Haditha,-0.20464,0.28704
2020-06-19,Al Haditha,-0.14207,0.31181
2020-06-20,Al Haditha,-0.03013,0.26721
2020-06-21,Al Haditha,0.07066,0.25599
2020-06-22,Al Haditha,0.02993,0.26933
2020-06-23,Al Haditha,-0.18074,0.28595
2020-06-24,Al Haditha,0.03057,0.27558
2020-06-25,Al Haditha,-0.156,0.29998
2020-06-26,Al Haditha,-0.20933,0.31127
2020-06-27,Al Haditha,-0.16856,0.27688
2020-06-28,Al Haditha,-0.09677,0.29253
2020-06-29,Al Haditha,-0.14546,0.27579
2020-06-30,Al Haditha,-0.21187,0.28117
2020-07-01,Al Haditha,-0.07474,0.29956
2020-07-02,Al Haditha,-0.16894,0.30205
2020-07-03,Al Haditha,-0.19731,0.31618
2020-07-04,Al Haditha,-0.11787,0.29098
2020-07-05,Al Haditha,0.05301,0.2655
2020-07-06,Al Haditha,0.13537,0.26781
2020-07-07,Al Haditha,-0.06876,0.27892
2020-07-08,Al Haditha,0.0259,0.27253
2020-07-09,Al Haditha,-0.13649,0.29878
2020-07-10,Al Haditha,-0.14285,0.32139
2020-07-11,Al Haditha,-0.05873,0.28089
2020-07-12,Al Haditha,-0.023,0.26561
2020-07-13,Al Haditha,-0.02546,0.28897
2020-07-14,Al Haditha,-0.08891,0.28116
2020-07-15,Al Haditha,0.0796,0.26425
2020-07-16,Al Haditha,-0.01616,0.26074
2020-07-17,Al Haditha,-0.08347,0.29696
2020-07-18,Al Haditha,-0.03335,0.27414
2020-07-19,Al Haditha,0.09707,0.2606
2020-07-20,Al Haditha,0.09846,0.26376
2020-07-21,Al Haditha,-0.1197,0.26261
2020-07-22,Al Haditha,0.17035,0.26254
2020-07-23,Al Haditha,-0.19175,0.31256
2020-07-24,Al Haditha,-0.22124,0.35307
2020-07-25,Al Haditha,-0.16387,0.36345
2020-07-26,Al Haditha,-0.02895,0.3063
2020-07-27,Al Haditha,0.02485,0.29975
2020-07-28,Al Haditha,-0.35028,0.35414
2020-07-29,Al Haditha,-0.20293,0.4013
2020-07-30,Al Haditha,-0.34045,0.39548
2020-07-31,Al Haditha,-0.25234,0.35096
2020-08-01,Al Haditha,-0.23517,0.3844
2020-08-02,Al Haditha,-0.23101,0.34873
2020-08-03,Al Haditha,-0.19156,0.36363
2020-08-04,Al Haditha,-0.27951,0.32848
2020-08-05,Al Haditha,-0.07269,0.3392
2020-08-06,Al Haditha,-0.11781,0.31939
2020-08-07,Al Haditha,-0.12964,0.33306
2020-08-08,Al Haditha,-0.15424,0.32468
2020-08-09,Al Haditha,0.04021,0.30438
2020-08-10,Al Haditha,-0.04777,0.29733
2020-08-11,Al Haditha,-0.12712,0.27337
2020-08-12,Al Haditha,-0.01958,0.28743
2020-08-13,Al Haditha,-0.16495,0.33232
2020-08-14,Al Haditha,-0.19748,0.33915
2020-08-15,Al Haditha,-0.07537,0.29651
2020-08-16,Al Haditha,0.09458,0.26502
2020-08-17,Al Haditha,-0.05424,0.28012
2020-08-18,Al Haditha,0.00522,0.2694
2020-08-19,Al Haditha,0.0243,0.27226
2020-08-20,Al Haditha,-0.09878,0.26474
2020-08-21,Al Haditha,-0.11171,0.2915
2020-08-22,Al Haditha,0.00354,0.28588
2020-08-23,Al Haditha,0.16445,0.27931
2020-08-24,Al Haditha,0.05799,0.26308
2020-08-25,Al Haditha,-0.0632,0.25126
2020-08-26,Al Haditha,0.20719,0.28674
2020-08-27,Al Haditha,0.06197,0.27116
2020-08-28,Al Haditha,-0.01984,0.29307
2020-08-29,Al Haditha,0.02723,0.25555
2020-08-30,Al Haditha,-0.01459,0.26686
2020-08-31,Al Haditha,0.0411,0.25764
2020-09-01,Al Haditha,-0.04508,0.27047
2020-09-02,Al Haditha,0.13082,0.25083
2020-09-03,Al Haditha,-0.06791,0.26456
2020-09-04,Al Haditha,-0.01574,0.28592
2020-09-05,Al Haditha,0.09077,0.25447
2020-09-06,Al Haditha,0.1195,0.27334
2020-09-07,Al Haditha,0.04414,0.27253
2020-09-08,Al Haditha,-0.00244,0.2601
2020-09-09,Al Haditha,0.13039,0.27026
2020-09-10,Al Haditha,-0.01605,0.277
2020-09-11,Al Haditha,-0.06976,0.27724
2020-09-12,Al Haditha,-0.09987,0.2764
2020-09-13,Al Haditha,0.09122,0.25894
2020-09-14,Al Haditha,0.02984,0.23246
2020-09-15,Al Haditha,-0.06709,0.26993
2020-09-16,Al Haditha,0.0808,0.26492
2020-09-17,Al Haditha,-0.08399,0.25753
2020-09-18,Al Haditha,-0.08452,0.31055
2020-09-19,Al Haditha,-0.01252,0.28829
2020-09-20,Al Haditha,0.14226,0.28009
2020-09-21,Al Haditha,0.07851,0.29191
2020-09-22,Al Haditha,-0.06805,0.27706
2020-09-23,Al Haditha,0.12499,0.28789
2020-09-24,Al Haditha,0.0464,0.28095
2020-09-25,Al Haditha,-0.09831,0.30099
2020-09-26,Al Haditha,-0.06013,0.29
2020-09-27,Al Haditha,0.04705,0.27988
2020-09-28,Al Haditha,-0.00175,0.25612
2020-09-29,Al Haditha,-0.06257,0.26149
2020-09-30,Al Haditha,0.04074,0.26106
2020-10-01,Al Haditha,0.03685,0.2442
2020-10-02,Al Haditha,0.01167,0.28272
2020-10-03,Al Haditha,0.11463,0.25486
2020-10-04,Al Haditha,0.09707,0.26793
2020-10-05,Al Haditha,0.04097,0.26787
2020-10-06,Al Haditha,0.01643,0.26668
2020-10-07,Al Haditha,0.14007,0.28306
2020-10-08,Al Haditha,0.04727,0.26949
2020-10-09,Al Haditha,0.05481,0.27537
2020-10-10,Al Haditha,0.06057,0.27509
2020-10-11,Al Haditha,0.13638,0.25223
2020-10-12,Al Haditha,0.18847,0.25555
2020-10-13,Al Haditha,-0.03549,0.28057
2020-10-14,Al Haditha,0.25289,0.23839
2020-10-15,Al Haditha,0.13067,0.25616
2020-10-16,Al Haditha,0.02869,0.29037
2020-10-17,Al Haditha,0.05424,0.26661
2020-10-18,Al Haditha,0.14761,0.2575
2020-10-19,Al Haditha,0.16259,0.26709
2020-10-20,Al Haditha,-0.04055,0.27327
2020-10-21,Al Haditha,0.15657,0.26897
2020-10-22,Al Haditha,0.00414,0.25622
2020-10-23,Al Haditha,-0.0061,0.28616
2020-10-24,Al Haditha,0.0458,0.2486
2020-10-25,Al Haditha,0.1868,0.26912
2020-10-26,Al Haditha,0.13383,0.28867
2020-10-27,Al Haditha,0.04251,0.28188
2020-10-28,Al Haditha,0.23233,0.28868
2020-10-29,Al Haditha,-0.0344,0.29822
2020-10-30,Al Haditha,0.0797,0.26372
2020-10-31,Al Haditha,0.00082,0.27922
2020-11-01,Al Haditha,0.16235,0.28496
2020-11-02,Al Haditha,0.07702,0.28913
2020-11-03,Al Haditha,0.0253,0.26816
2020-11-04,Al Haditha,0.21245,0.25392
2020-11-05,Al Haditha,0.12212,0.27497
2020-11-06,Al Haditha,-0.00904,0.3216
2020-11-07,Al Haditha,0.05972,0.27368
2020-11-08,Al Haditha,0.21141,0.27227
2020-11-09,Al Haditha,0.23113,0.25209
2020-11-10,Al Haditha,-0.04845,0.27344
2020-11-11,Al Haditha,0.20992,0.27626
2020-11-12,Al Haditha,0.04836,0.27113
2020-11-13,Al Haditha,0.00238,0.27965
2020-11-14,Al Haditha,0.0465,0.27887
2020-11-15,Al Haditha,0.23249,0.25468
2020-11-16,Al Haditha,0.14565,0.27318
2020-11-17,Al Haditha,0.0634,0.27173
2020-11-18,Al Haditha,0.32682,0.26237
2020-11-19,Al Haditha,0.18915,0.21916
2020-11-20,Al Haditha,0.14583,0.25017
2020-11-21,Al Haditha,0.04759,0.26521
2020-11-22,Al Haditha,0.26763,0.24435
2020-11-23,Al Haditha,0.20537,0.25297
2020-11-24,Al Haditha,0.03871,0.25258
2020-11-25,Al Haditha,0.23489,0.23863
2020-11-26,Al Haditha,0.1757,0.2465
2020-11-27,Al Haditha,0.04276,0.28119
2020-11-28,Al Haditha,0.08618,0.27664
2020-11-29,Al Haditha,0.207,0.23021
2020-11-30,Al Haditha,0.25959,0.24281
2020-12-01,Al Haditha,0.1058,0.25045
2020-12-02,Al Haditha,0.3059,0.24329
2020-12-03,Al Haditha,0.21361,0.24284
2020-12-04,Al Haditha,0.1157,0.25133
2020-12-05,Al Haditha,0.17953,0.22336
2020-12-06,Al Haditha,0.20829,0.24497
2020-12-07,Al Haditha,0.14631,0.24299
2020-12-08,Al Haditha,0.08822,0.22161
2020-12-09,Al Haditha,0.24938,0.24653
2020-12-10,Al Haditha,0.01776,0.27195
2020-12-11,Al Haditha,0.15764,0.28288
2020-12-12,Al Haditha,0.12061,0.26514
2020-12-13,Al Haditha,0.25739,0.25953
2020-03-01,Al Qa'im,0.00977,0.29247
2020-03-02,Al Qa'im,-0.0018,0.23948
2020-03-03,Al Qa'im,0.00818,0.24223
2020-03-04,Al Qa'im,0.05404,0.23439
2020-03-05,Al Qa'im,0.11181,0.2466
2020-03-06,Al Qa'im,-0.0499,0.28441
2020-03-07,Al Qa'im,0.1247,0.26046
2020-03-08,Al Qa'im,0.02582,0.22938
2020-03-09,Al Qa'im,0.15025,0.22229
2020-03-10,Al Qa'im,0.04579,0.23783
2020-03-11,Al Qa'im,0.06271,0.25736
2020-03-12,Al Qa'im,0.00556,0.26212
2020-03-13,Al Qa'im,-0.07047,0.30698
2020-03-14,Al Qa'im,0.01335,0.27323
2020-03-15,Al Qa'im,0.04873,0.27063
2020-03-16,Al Qa'im,-0.08962,0.23787
2020-03-17,Al Qa'im,-0.01043,0.26998
2020-03-18,Al Qa'im,-0.10716,0.33405
2020-03-19,Al Qa'im,-0.23795,0.32419
2020-03-20,Al Qa'im,-0.17792,0.3194
2020-03-21,Al Qa'im,-0.33963,0.39807
2020-03-22,Al Qa'im,-0.27691,0.37086
2020-03-23,Al Qa'im,-0.30628,0.31649
2020-03-24,Al Qa'im,-0.26866,0.36504
2020-03-25,Al Qa'im,-0.23459,0.34304
2020-03-26,Al Qa'im,-0.27691,0.34867
2020-03-27,Al Qa'im,-0.34889,0.39014
2020-03-28,Al Qa'im,-0.34401,0.36534
2020-03-29,Al Qa'im,-0.25443,0.34679
2020-03-30,Al Qa'im,-0.39694,0.37124
2020-03-31,Al Qa'im,-0.30589,0.33769
2020-04-01,Al Qa'im,-0.23192,0.35373
2020-04-02,Al Qa'im,-0.29562,0.35988
2020-04-03,Al Qa'im,-0.2395,0.34355
2020-04-04,Al Qa'im,0.10267,0.30755
2020-04-05,Al Qa'im,-0.19398,0.34413
2020-04-06,Al Qa'im,-0.29808,0.33868
2020-04-07,Al Qa'im,-0.30961,0.34136
2020-04-08,Al Qa'im,-0.25709,0.33929
2020-04-09,Al Qa'im,-0.25799,0.36062
2020-04-10,Al Qa'im,-0.32075,0.36803
2020-04-11,Al Qa'im,-0.27979,0.3515
2020-04-12,Al Qa'im,-0.2454,0.32327
2020-04-13,Al Qa'im,-0.20845,0.33848
2020-04-14,Al Qa'im,-0.25468,0.32394
2020-04-15,Al Qa'im,-0.18283,0.33349
2020-04-16,Al Qa'im,-0.17241,0.32428
2020-04-17,Al Qa'im,-0.21753,0.33232
2020-04-18,Al Qa'im,-0.20343,0.31405
2020-04-19,Al Qa'im,0.04014,0.30094
2020-04-20,Al Qa'im,0.04995,0.284
2020-04-21,Al Qa'im,-0.04247,0.26922
2020-04-22,Al Qa'im,-0.00382,0.30998
2020-04-23,Al Qa'im,-0.10261,0.27511
2020-04-24,Al Qa'im,-0.40586,0.43398
2020-04-25,Al Qa'im,-0.34294,0.38998
2020-04-26,Al Qa'im,-0.12925,0.32168
2020-04-27,Al Qa'im,-0.30134,0.30504
2020-04-28,Al Qa'im,-0.17454,0.30935
2020-04-29,Al Qa'im,-0.10892,0.29417
2020-04-30,Al Qa'im,-0.14138,0.33481
2020-05-01,Al Qa'im,-0.22586,0.35002
2020-05-02,Al Qa'im,-0.31371,0.36932
2020-05-03,Al Qa'im,-0.00972,0.30934
2020-05-04,Al Qa'im,-0.09729,0.30963
2020-05-05,Al Qa'im,-0.05856,0.29785
2020-05-06,Al Qa'im,0.13948,0.33126
2020-05-07,Al Qa'im,-0.06243,0.3155
2020-05-08,Al Qa'im,-0.30875,0.36396
2020-05-09,Al Qa'im,-0.34199,0.38397
2020-05-10,Al Qa'im,0.04295,0.31918
2020-05-11,Al Qa'im,-0.10614,0.29447
2020-05-12,Al Qa'im,-0.00509,0.30267
2020-05-13,Al Qa'im,0.0241,0.30183
2020-05-14,Al Qa'im,-0.00564,0.2877
2020-05-15,Al Qa'im,-0.21107,0.32596
2020-05-16,Al Qa'im,-0.21296,0.33717
2020-05-17,Al Qa'im,0.20562,0.27674
2020-05-18,Al Qa'im,-0.02203,0.27754
2020-05-19,Al Qa'im,-0.0891,0.29214
2020-05-20,Al Qa'im,0.06563,0.26567
2020-05-21,Al Qa'im,0.24564,0.25431
2020-05-22,Al Qa'im,-0.16867,0.31561
2020-05-23,Al Qa'im,-0.16587,0.29989
2020-05-24,Al Qa'im,-0.00514,0.25837
2020-05-25,Al Qa'im,-0.20702,0.27588
2020-05-26,Al Qa'im,-0.12571,0.29013
2020-05-27,Al Qa'im,-0.1071,0.28864
2020-05-28,Al Qa'im,-0.09299,0.29358
2020-05-29,Al Qa'im,-0.23615,0.33376
2020-05-30,Al Qa'im,-0.1165,0.29751
2020-05-31,Al Qa'im,-0.0691,0.30054
2020-06-01,Al Qa'im,-0.12082,0.28051
2020-06-02,Al Qa'im,0.00014,0.24809
2020-06-03,Al Qa'im,0.04836,0.26366
2020-06-04,Al Qa'im,-0.00015,0.27634
2020-06-05,Al Qa'im,-0.10852,0.28219
2020-06-06,Al Qa'im,0.05972,0.26242
2020-06-07,Al Qa'im,0.00678,0.28452
2020-06-08,Al Qa'im,-0.13915,0.28693
2020-06-09,Al Qa'im,-0.09075,0.26371
2020-06-10,Al Qa'im,0.01511,0.27231
2020-06-11,Al Qa'im,-0.0168,0.27096
2020-06-12,Al Qa'im,-0.15652,0.32865
2020-06-13,Al Qa'im,-0.13597,0.29538
2020-06-14,Al Qa'im,-0.03939,0.30715
2020-06-15,Al Qa'im,-0.12683,0.29681
2020-06-16,Al Qa'im,-0.07655,0.28324
2020-06-17,Al Qa'im,0.0847,0.29609
2020-06-18,Al Qa'im,-0.21338,0.33923
2020-06-19,Al Qa'im,-0.27201,0.34299
2020-06-20,Al Qa'im,-0.09932,0.29625
2020-06-21,Al Qa'im,-0.00708,0.30783
2020-06-22,Al Qa'im,0.21237,0.28669
2020-06-23,Al Qa'im,-0.15799,0.34021
2020-06-24,Al Qa'im,-0.07353,0.31287
2020-06-25,Al Qa'im,-0.10259,0.31019
2020-06-26,Al Qa'im,-0.14662,0.29744
2020-06-27,Al Qa'im,-0.20534,0.33504
2020-06-28,Al Qa'im,0.08016,0.28315
2020-06-29,Al Qa'im,-0.04489,0.27428
2020-06-30,Al Qa'im,-0.15308,0.3198
2020-07-01,Al Qa'im,0.05681,0.29149
2020-07-02,Al Qa'im,0.12599,0.29034
2020-07-03,Al Qa'im,-0.1182,0.30282
2020-07-04,Al Qa'im,-0.08445,0.29502
2020-07-05,Al Qa'im,0.02923,0.28898
2020-07-06,Al Qa'im,-0.04201,0.26841
2020-07-07,Al Qa'im,0.02718,0.26037
2020-07-08,Al Qa'im,0.38961,0.25476
2020-07-09,Al Qa'im,0.01884,0.26868
2020-07-10,Al Qa'im,-0.11143,0.2999
2020-07-11,Al Qa'im,0.00804,0.28068
2020-07-12,Al Qa'im,0.21445,0.26695
2020-07-13,Al Qa'im,0.06248,0.25639
2020-07-14,Al Qa'im,0.09549,0.25541
2020-07-15,Al Qa'im,0.36095,0.2635
2020-07-16,Al Qa'im,0.11521,0.2533
2020-07-17,Al Qa'im,-0.0393,0.26763
2020-07-18,Al Qa'im,-0.02007,0.25338
2020-07-19,Al Qa'im,0.22784,0.22798
2020-07-20,Al Qa'im,0.03816,0.24503
2020-07-21,Al Qa'im,0.05707,0.24424
2020-07-22,Al Qa'im,0.05794,0.2608
2020-07-23,Al Qa'im,0.08409,0.24391
2020-07-24,Al Qa'im,0.23132,0.24143
2020-07-25,Al Qa'im,0.02982,0.25899
2020-07-26,Al Qa'im,0.13112,0.27106
2020-07-27,Al Qa'im,-0.04073,0.28338
2020-07-28,Al Qa'im,0.16467,0.26099
2020-07-29,Al Qa'im,0.30907,0.23467
2020-07-30,Al Qa'im,0.14042,0.25683
2020-07-31,Al Qa'im,-0.06926,0.24402
2020-08-01,Al Qa'im,-0.01349,0.24954
2020-08-02,Al Qa'im,0.11471,0.27054
2020-08-03,Al Qa'im,-0.04879,0.25944
2020-08-04,Al Qa'im,0.01179,0.2748
2020-08-05,Al Qa'im,-0.01224,0.29927
2020-08-06,Al Qa'im,-0.12617,0.30431
2020-08-07,Al Qa'im,0.10133,0.29082
2020-08-08,Al Qa'im,-0.1394,0.30886
2020-08-09,Al Qa'im,0.17527,0.26898
2020-08-10,Al Qa'im,0.00743,0.29203
2020-08-11,Al Qa'im,0.03639,0.25695
2020-08-12,Al Qa'im,0.19534,0.2537
2020-08-13,Al Qa'im,-0.03338,0.29046
2020-08-14,Al Qa'im,-0.06299,0.30783
2020-08-15,Al Qa'im,-0.03529,0.28907
2020-08-16,Al Qa'im,0.19446,0.27426
2020-08-17,Al Qa'im,0.07735,0.28414
2020-08-18,Al Qa'im,0.06842,0.26955
2020-08-19,Al Qa'im,0.12308,0.28234
2020-08-20,Al Qa'im,0.02415,0.29798
2020-08-21,Al Qa'im,0.16751,0.27724
2020-08-22,Al Qa'im,-0.00225,0.26483
2020-08-23,Al Qa'im,0.07944,0.26727
2020-08-24,Al Qa'im,-0.00457,0.27308
2020-08-25,Al Qa'im,0.14038,0.24801
2020-08-26,Al Qa'im,0.26062,0.24285
2020-08-27,Al Qa'im,0.17187,0.24635
2020-08-28,Al Qa'im,0.01999,0.27731
2020-08-29,Al Qa'im,0.07132,0.24737
2020-08-30,Al Qa'im,0.25011,0.24692
2020-08-31,Al Qa'im,0.14428,0.26038
2020-09-01,Al Qa'im,0.09002,0.24997
2020-09-02,Al Qa'im,0.26104,0.24383
2020-09-03,Al Qa'im,0.12417,0.2564
2020-09-04,Al Qa'im,0.15897,0.24758
2020-09-05,Al Qa'im,0.02962,0.27005
2020-09-06,Al Qa'im,0.05349,0.26581
2020-09-07,Al Qa'im,0.06834,0.26299
2020-09-08,Al Qa'im,0.05854,0.27202
2020-09-09,Al Qa'im,0.18363,0.2706
2020-09-10,Al Qa'im,0.04947,0.28254
2020-09-11,Al Qa'im,-0.15352,0.3203
2020-09-12,Al Qa'im,-0.1195,0.27237
2020-09-13,Al Qa'im,0.03641,0.2715
2020-09-14,Al Qa'im,-0.05261,0.26124
2020-09-15,Al Qa'im,-0.01049,0.26119
2020-09-16,Al Qa'im,0.0389,0.25841
2020-09-17,Al Qa'im,-0.00984,0.25972
2020-09-18,Al Qa'im,0.18291,0.25494
2020-09-19,Al Qa'im,-0.04527,0.29663
2020-09-20,Al Qa'im,0.0232,0.2803
2020-09-21,Al Qa'im,-0.04474,0.29041
2020-09-22,Al Qa'im,-0.01225,0.2843
2020-09-23,Al Qa'im,0.14611,0.27988
2020-09-24,Al Qa'im,-0.02957,0.29286
2020-09-25,Al Qa'im,-0.14212,0.31328
2020-09-26,Al Qa'im,-0.02795,0.29099
2020-09-27,Al Qa'im,0.09855,0.29378
2020-09-28,Al Qa'im,-0.01435,0.28639
2020-09-29,Al Qa'im,-0.00124,0.27185
2020-09-30,Al Qa'im,0.09883,0.29265
2020-10-01,Al Qa'im,0.08517,0.3132
2020-10-02,Al Qa'im,0.10316,0.2611
2020-10-03,Al Qa'im,0.07002,0.27706
2020-10-04,Al Qa'im,0.10836,0.29709
2020-10-05,Al Qa'im,-0.04323,0.28301
2020-10-06,Al Qa'im,-0.01775,0.27047
2020-10-07,Al Qa'im,0.09209,0.27224
2020-10-08,Al Qa'im,0.06925,0.30282
2020-10-09,Al Qa'im,-0.0666,0.28291
2020-10-10,Al Qa'im,0.02118,0.27478
2020-10-11,Al Qa'im,0.10959,0.28517
2020-10-12,Al Qa'im,0.00127,0.24489
2020-10-13,Al Qa'im,0.04852,0.28419
2020-10-14,Al Qa'im,0.13213,0.23983
2020-10-15,Al Qa'im,0.12969,0.22766
2020-10-16,Al Qa'im,0.29962,0.25006
